LK_SL_TRIAL_L4_DATA_ID;LK_EXPERIMENT_EXPERIMENT_ID;YEAR;SPECIES_GROUP;SPECIES;SPECIES_SPECIFICITY;ORIGIN;SL_TRIAL;REPLICATION_NUM;ENTRY_NUM;LK_STOCK_S1_DATA_ID;STATUS;CULTURE_UNIT_X;CULTURE_UNIT_Y;CULTURE_UNIT_ROUTE_NUM;DESIGN_PLOT_CODE;DESIGN_X;DESIGN_Y;TRANSFER_APPY;SPECIES_ID;SPECIES_SPECIFICITY_ID;PLOT_DEFINITION_HASH
803894;57779;2015;7;W;-;RC;WL_54_04;1;11;529094;;69;3;886;124;24;1;1;13;26;
850862;57735;2015;7;W;-;RC;WL_54_02;2;11;529094;;32;2;322;217;2;2;1;13;26;
854056;57849;2015;7;W;-;RC;WL_54_01;2;11;529094;;31;4;487;216;1;2;1;13;26;
842102;57391;2015;7;W;-;RC;WL_54_09;1;11;529094;;39;3;610;109;9;1;1;13;26;
803812;57776;2015;7;W;-;RC;WL_54_05;1;12;529095;;44;1;408;114;14;1;1;13;26;
803891;57779;2015;7;W;-;RC;WL_54_04;1;12;529095;;53;3;711;108;8;1;1;13;26;
803897;57779;2015;7;W;-;RC;WL_54_04;2;12;529095;;69;4;885;224;24;1;1;13;26;
850861;57735;2015;7;W;-;RC;WL_54_02;1;12;529095;;20;1;120;105;5;1;1;13;26;
850867;57735;2015;7;W;-;RC;WL_54_02;2;12;529095;;42;1;421;212;12;1;1;13;26;
854059;57849;2015;7;W;-;RC;WL_54_01;1;12;529095;;22;4;319;122;7;2;1;13;26;
803896;57779;2015;7;W;-;RC;WL_54_04;2;13;529096;;73;4;789;228;28;1;1;13;26;
850868;57735;2015;7;W;-;RC;WL_54_02;1;13;529096;;24;2;262;124;9;2;1;13;26;
854040;57849;2015;7;W;-;RC;WL_54_01;1;13;529096;;27;4;382;127;12;2;1;13;26;
803817;57776;2015;7;W;-;RC;WL_54_05;1;14;529097;;46;1;541;116;16;1;1;13;26;
803899;57779;2015;7;W;-;RC;WL_54_04;1;14;529097;;56;3;658;111;11;1;1;13;26;
803893;57779;2015;7;W;-;RC;WL_54_04;2;14;529097;;74;4;765;229;29;1;1;13;26;
850869;57735;2015;7;W;-;RC;WL_54_02;1;14;529097;;30;1;220;115;15;1;1;13;26;
850863;57735;2015;7;W;-;RC;WL_54_02;2;14;529097;;32;1;321;202;2;1;1;13;26;
854044;57849;2015;7;W;-;RC;WL_54_01;1;14;529097;;26;3;353;111;11;1;1;13;26;
854042;57849;2015;7;W;-;RC;WL_54_01;2;14;529097;;38;3;549;208;8;1;1;13;26;
842103;57391;2015;7;W;-;RC;WL_54_09;1;14;529097;;52;3;939;122;22;1;1;13;26;
850895;57735;2015;7;W;-;RC;WL_54_02;2;15;529098;;41;1;401;211;11;1;1;13;26;
854041;57849;2015;7;W;-;RC;WL_54_01;1;15;529098;;18;4;270;118;3;2;1;13;26;
854047;57849;2015;7;W;-;RC;WL_54_01;2;15;529098;;43;3;572;213;13;1;1;13;26;
842155;57391;2015;7;W;-;RC;WL_54_09;1;15;529098;;32;3;579;102;2;1;1;13;26;
803818;57776;2015;7;W;-;RC;WL_54_05;1;15;529098;;48;1;589;118;18;1;1;13;26;
803830;57779;2015;7;W;-;RC;WL_54_04;1;15;529098;;55;3;682;110;10;1;1;13;26;
850890;57735;2015;7;W;-;RC;WL_54_02;1;15;529098;;17;1;180;102;2;1;1;13;26;
803834;57779;2015;7;W;-;RC;WL_54_04;1;16;529099;;64;3;795;119;19;1;1;13;26;
803832;57779;2015;7;W;-;RC;WL_54_04;2;16;529099;;58;4;609;213;13;1;1;13;26;
850894;57735;2015;7;W;-;RC;WL_54_02;1;16;529099;;17;2;179;117;2;2;1;13;26;
850892;57735;2015;7;W;-;RC;WL_54_02;2;16;529099;;43;2;442;228;13;2;1;13;26;
854048;57849;2015;7;W;-;RC;WL_54_01;1;16;529099;;21;3;348;106;6;1;1;13;26;
842152;57391;2015;7;W;-;RC;WL_54_09;1;16;529099;;53;3;975;123;23;1;1;13;26;
842151;57391;2015;7;W;-;RC;WL_54_09;2;16;529099;;34;4;652;204;4;1;1;13;26;
803819;57776;2015;7;W;-;RC;WL_54_05;1;17;529100;;50;1;637;120;20;1;1;13;26;
803837;57779;2015;7;W;-;RC;WL_54_04;2;17;529100;;64;4;796;219;19;1;1;13;26;
854049;57849;2015;7;W;-;RC;WL_54_01;1;17;529100;;29;3;437;114;14;1;1;13;26;
854043;57849;2015;7;W;-;RC;WL_54_01;2;17;529100;;33;4;431;218;3;2;1;13;26;
842157;57391;2015;7;W;-;RC;WL_54_09;1;17;529100;;56;3;1078;126;26;1;1;13;26;
803813;57776;2015;7;W;-;RC;WL_54_05;1;18;529101;;51;1;661;121;21;1;1;13;26;
803836;57779;2015;7;W;-;RC;WL_54_04;2;18;529101;;54;4;705;209;9;1;1;13;26;
850898;57735;2015;7;W;-;RC;WL_54_02;1;18;529101;;26;1;300;111;11;1;1;13;26;
850896;57735;2015;7;W;-;RC;WL_54_02;2;18;529101;;35;1;381;205;5;1;1;13;26;
854020;57849;2015;7;W;-;RC;WL_54_01;1;18;529101;;18;3;269;103;3;1;1;13;26;
842156;57391;2015;7;W;-;RC;WL_54_09;1;18;529101;;47;3;862;117;17;1;1;13;26;
842159;57391;2015;7;W;-;RC;WL_54_09;2;18;529101;;33;4;616;203;3;1;1;13;26;
803839;57779;2015;7;W;-;RC;WL_54_04;1;19;529102;;70;3;862;125;25;1;1;13;26;
803833;57779;2015;7;W;-;RC;WL_54_04;2;19;529102;;47;4;568;202;2;1;1;13;26;
850893;57735;2015;7;W;-;RC;WL_54_02;2;19;529102;;37;2;379;222;7;2;1;13;26;
854024;57849;2015;7;W;-;RC;WL_54_01;1;19;529102;;23;3;292;108;8;1;1;13;26;
854022;57849;2015;7;W;-;RC;WL_54_01;2;19;529102;;37;4;522;222;7;2;1;13;26;
803875;57776;2015;7;W;-;RC;WL_54_05;1;20;529103;;53;1;709;123;23;1;1;13;26;
803605;57779;2015;7;W;-;RC;WL_54_04;2;20;529103;;68;4;892;223;23;1;1;13;26;
850830;57735;2015;7;W;-;RC;WL_54_02;1;20;529103;;16;2;199;116;1;2;1;13;26;
854027;57849;2015;7;W;-;RC;WL_54_01;2;20;529103;;33;3;432;203;3;1;1;13;26;
842145;57391;2015;7;W;-;RC;WL_54_09;1;20;529103;;54;3;1011;124;24;1;1;13;26;
842144;57391;2015;7;W;-;RC;WL_54_09;2;20;529103;;39;4;609;209;9;1;1;13;26;
840827;57974;2015;7;W;-;RC;WO_80_04;1;7;529212;;97;4;1859;107;7;1;0;13;26;
840800;57975;2015;7;W;-;RC;WO_80_05;1;8;529213;;69;16;1393;109;9;1;0;13;26;
840826;57974;2015;7;W;-;RC;WO_80_04;1;8;529213;;98;4;1821;108;8;1;0;13;26;
840829;57974;2015;7;W;-;RC;WO_80_04;2;8;529213;;107;5;2048;217;17;1;0;13;26;
840805;57975;2015;7;W;-;RC;WO_80_05;1;9;529214;;71;16;1556;111;11;1;0;13;26;
840823;57974;2015;7;W;-;RC;WO_80_04;1;9;529214;;99;4;1783;109;9;1;0;13;26;
840815;57974;2015;7;W;-;RC;WO_80_04;1;10;529215;;100;4;1745;110;10;1;0;13;26;
840814;57974;2015;7;W;-;RC;WO_80_04;2;10;529215;;120;5;2124;230;30;1;0;13;26;
840812;57974;2015;7;W;-;RC;WO_80_04;1;11;529216;;101;4;1904;111;11;1;0;13;26;
840811;57974;2015;7;W;-;RC;WO_80_04;2;11;529216;;112;5;2133;222;22;1;0;13;26;
840818;57974;2015;7;W;-;RC;WO_80_04;2;12;529217;;110;5;1934;220;20;1;0;13;26;
840807;57975;2015;7;W;-;RC;WO_80_05;1;13;529218;;75;16;1732;115;15;1;0;13;26;
840816;57974;2015;7;W;-;RC;WO_80_04;1;13;529218;;103;4;1980;113;13;1;0;13;26;
840819;57974;2015;7;W;-;RC;WO_80_04;2;13;529218;;111;5;2095;221;21;1;0;13;26;
840808;57975;2015;7;W;-;RC;WO_80_05;1;14;529219;;76;16;1745;116;16;1;0;13;26;
840813;57974;2015;7;W;-;RC;WO_80_04;1;14;529219;;104;4;2018;114;14;1;0;13;26;
840806;57975;2015;7;W;-;RC;WO_80_05;1;15;529220;;78;16;1657;118;18;1;0;13;26;
840875;57974;2015;7;W;-;RC;WO_80_04;1;15;529220;;105;4;2056;115;15;1;0;13;26;
840809;57975;2015;7;W;-;RC;WO_80_05;1;16;529221;;79;16;1613;119;19;1;0;13;26;
840803;57975;2015;7;W;-;RC;WO_80_05;1;17;529222;;80;16;1569;120;20;1;0;13;26;
840877;57974;2015;7;W;-;RC;WO_80_04;1;17;529222;;107;4;2049;117;17;1;0;13;26;
840878;57974;2015;7;W;-;RC;WO_80_04;2;17;529222;;91;5;1715;201;1;1;0;13;26;
840855;57975;2015;7;W;-;RC;WO_80_05;1;19;529224;;82;16;1820;122;22;1;0;13;26;
840873;57974;2015;7;W;-;RC;WO_80_04;1;19;529224;;109;4;1973;119;19;1;0;13;26;
840854;57975;2015;7;W;-;RC;WO_80_05;1;20;529225;;83;16;1864;123;23;1;0;13;26;
840885;57974;2015;7;W;-;RC;WO_80_04;1;20;529225;;110;4;1935;120;20;1;0;13;26;
840884;57974;2015;7;W;-;RC;WO_80_04;2;20;529225;;101;5;1905;211;11;1;0;13;26;
840882;57974;2015;7;W;-;RC;WO_80_04;1;21;529226;;111;4;2094;121;21;1;0;13;26;
840881;57974;2015;7;W;-;RC;WO_80_04;2;21;529226;;98;5;1820;208;8;1;0;13;26;
840888;57974;2015;7;W;-;RC;WO_80_04;2;22;529227;;104;5;2019;214;14;1;0;13;26;
840857;57975;2015;7;W;-;RC;WO_80_05;1;23;529228;;87;16;1921;127;27;1;0;13;26;
840886;57974;2015;7;W;-;RC;WO_80_04;1;23;529228;;113;4;2170;123;23;1;0;13;26;
840865;57974;2015;7;W;-;RC;WO_80_04;1;25;529230;;115;4;2246;125;25;1;0;13;26;
840864;57974;2015;7;W;-;RC;WO_80_04;2;25;529230;;105;5;2057;215;15;1;0;13;26;
840862;57974;2015;7;W;-;RC;WO_80_04;1;26;529231;;116;4;2277;126;26;1;0;13;26;
840861;57974;2015;7;W;-;RC;WO_80_04;2;26;529231;;97;5;1858;207;7;1;0;13;26;
840652;57971;2015;7;W;-;RC;WO_85_04;1;1;529232;;91;6;1716;101;1;1;0;13;26;
840651;57971;2015;7;W;-;RC;WO_85_04;2;1;529232;;118;7;2198;228;28;1;0;13;26;
840657;57971;2015;7;W;-;RC;WO_85_04;1;2;529233;;92;6;1754;102;2;1;0;13;26;
840656;57971;2015;7;W;-;RC;WO_85_04;1;3;529234;;93;6;1792;103;3;1;0;13;26;
840659;57971;2015;7;W;-;RC;WO_85_04;2;3;529234;;114;7;2211;224;24;1;0;13;26;
840640;57971;2015;7;W;-;RC;WO_85_04;2;4;529235;;108;7;2008;218;18;1;0;13;26;
840645;57971;2015;7;W;-;RC;WO_85_04;1;5;529236;;95;6;1868;105;5;1;0;13;26;
840644;57971;2015;7;W;-;RC;WO_85_04;2;5;529236;;116;7;2274;226;26;1;0;13;26;
840648;57971;2015;7;W;-;RC;WO_85_04;2;7;529238;;119;7;2160;229;29;1;0;13;26;
840643;57971;2015;7;W;-;RC;WO_85_04;1;9;529240;;99;6;1781;109;9;1;0;13;26;
840620;57971;2015;7;W;-;RC;WO_85_04;2;9;529240;;117;7;2236;227;27;1;0;13;26;
840624;57971;2015;7;W;-;RC;WO_85_04;2;10;529241;;120;7;2122;230;30;1;0;13;26;
840622;57971;2015;7;W;-;RC;WO_85_04;1;11;529242;;101;6;1906;111;11;1;0;13;26;
840628;57971;2015;7;W;-;RC;WO_85_04;2;12;529243;;110;7;1932;220;20;1;0;13;26;
840615;57971;2015;7;W;-;RC;WO_85_04;1;15;529246;;105;6;2058;115;15;1;0;13;26;
840614;57971;2015;7;W;-;RC;WO_85_04;2;15;529246;;115;7;2249;225;25;1;0;13;26;
840612;57971;2015;7;W;-;RC;WO_85_04;1;16;529247;;106;6;2085;116;16;1;0;13;26;
840611;57971;2015;7;W;-;RC;WO_85_04;2;16;529247;;103;7;1983;213;13;1;0;13;26;
840616;57971;2015;7;W;-;RC;WO_85_04;1;18;529249;;108;6;2009;118;18;1;0;13;26;
840619;57971;2015;7;W;-;RC;WO_85_04;2;18;529249;;99;7;1780;209;9;1;0;13;26;
840613;57971;2015;7;W;-;RC;WO_85_04;1;19;529250;;109;6;1971;119;19;1;0;13;26;
840670;57971;2015;7;W;-;RC;WO_85_04;2;19;529250;;93;7;1793;203;3;1;0;13;26;
840672;57971;2015;7;W;-;RC;WO_85_04;1;21;529252;;111;6;2096;121;21;1;0;13;26;
840679;57971;2015;7;W;-;RC;WO_85_04;2;23;529254;;92;7;1755;202;2;1;0;13;26;
840673;57971;2015;7;W;-;RC;WO_85_04;1;24;529255;;114;6;2210;124;24;1;0;13;26;
840685;57971;2015;7;W;-;RC;WO_85_04;1;25;529256;;115;6;2248;125;25;1;0;13;26;
840682;57971;2015;7;W;-;RC;WO_85_04;1;26;529257;;116;6;2275;126;26;1;0;13;26;
840681;57971;2015;7;W;-;RC;WO_85_04;2;26;529257;;97;7;1856;207;7;1;0;13;26;
840662;57977;2015;7;W;-;RC;WO_84_05;1;1;529258;;61;18;1338;101;1;1;0;13;26;
840667;57977;2015;7;W;-;RC;WO_84_05;1;3;529260;;64;18;1470;104;4;1;0;13;26;
840668;57977;2015;7;W;-;RC;WO_84_05;1;4;529261;;65;18;1514;105;5;1;0;13;26;
840666;57977;2015;7;W;-;RC;WO_84_05;1;5;529262;;66;18;1523;106;6;1;0;13;26;
840669;57977;2015;7;W;-;RC;WO_84_05;1;6;529263;;67;18;1479;107;7;1;0;13;26;
840663;57977;2015;7;W;-;RC;WO_84_05;1;7;529264;;68;18;1435;108;8;1;0;13;26;
840695;57977;2015;7;W;-;RC;WO_84_05;1;9;529266;;71;18;1558;111;11;1;0;13;26;
840692;57977;2015;7;W;-;RC;WO_84_05;1;11;529268;;73;18;1646;113;13;1;0;13;26;
840691;57977;2015;7;W;-;RC;WO_84_05;1;12;529269;;74;18;1690;114;14;1;0;13;26;
840697;57977;2015;7;W;-;RC;WO_84_05;1;13;529270;;75;18;1734;115;15;1;0;13;26;
840698;57977;2015;7;W;-;RC;WO_84_05;1;14;529271;;76;18;1743;116;16;1;0;13;26;
840696;57977;2015;7;W;-;RC;WO_84_05;1;15;529272;;78;18;1655;118;18;1;0;13;26;
840699;57977;2015;7;W;-;RC;WO_84_05;1;16;529273;;79;18;1611;119;19;1;0;13;26;
840693;57977;2015;7;W;-;RC;WO_84_05;1;17;529274;;80;18;1567;120;20;1;0;13;26;
840630;57977;2015;7;W;-;RC;WO_84_05;1;18;529275;;81;18;1778;121;21;1;0;13;26;
840635;57977;2015;7;W;-;RC;WO_84_05;1;19;529276;;82;18;1822;122;22;1;0;13;26;
840634;57977;2015;7;W;-;RC;WO_84_05;1;20;529277;;83;18;1866;123;23;1;0;13;26;
840632;57977;2015;7;W;-;RC;WO_84_05;1;21;529278;;85;18;1954;125;25;1;0;13;26;
840637;57977;2015;7;W;-;RC;WO_84_05;1;23;529280;;87;18;1919;127;27;1;0;13;26;
840638;57977;2015;7;W;-;RC;WO_84_05;1;24;529281;;88;18;1875;128;28;1;0;13;26;
840636;57977;2015;7;W;-;RC;WO_84_05;1;25;529282;;89;18;1831;129;29;1;0;13;26;
845017;57985;2015;7;W;-;RC;WO_87_05;1;3;529340;;63;21;1429;103;3;1;0;13;26;
845018;57985;2015;7;W;-;RC;WO_87_05;1;4;529341;;64;21;1473;104;4;1;0;13;26;
845019;57985;2015;7;W;-;RC;WO_87_05;1;6;529343;;66;21;1520;106;6;1;0;13;26;
845013;57985;2015;7;W;-;RC;WO_87_05;1;7;529344;;68;21;1432;108;8;1;0;13;26;
845070;57985;2015;7;W;-;RC;WO_87_05;1;8;529345;;69;21;1388;109;9;1;0;13;26;
845075;57985;2015;7;W;-;RC;WO_87_05;1;9;529346;;70;21;1344;110;10;1;0;13;26;
845074;57985;2015;7;W;-;RC;WO_87_05;1;10;529347;;71;21;1561;111;11;1;0;13;26;
845072;57985;2015;7;W;-;RC;WO_87_05;1;11;529348;;72;21;1605;112;12;1;0;13;26;
803355;57782;2015;7;W;-;RC;WL_57_05;1;10;529382;;41;4;477;111;11;1;1;13;26;
850970;57731;2015;7;W;-;RC;WL_57_02;1;10;529382;;30;8;213;130;15;2;1;13;26;
850975;57731;2015;7;W;-;RC;WL_57_02;2;10;529382;;38;7;354;208;8;1;1;13;26;
803354;57782;2015;7;W;-;RC;WL_57_05;1;11;529383;;42;4;453;112;12;1;1;13;26;
850972;57731;2015;7;W;-;RC;WL_57_02;2;11;529383;;42;8;428;227;12;2;1;13;26;
803352;57782;2015;7;W;-;RC;WL_57_05;1;12;529384;;43;4;429;113;13;1;1;13;26;
851879;57835;2015;7;W;-;RC;WL_07_01;2;10;529385;;43;3;490;208;8;1;1;13;26;
834373;59253;2015;7;W;-;RC;WL_07_09;1;10;529385;;11;7;;111;11;1;1;13;26;
803054;57714;2015;7;W;-;RC;WL_07_05;1;11;529386;;12;6;91;112;12;1;1;13;26;
834380;59253;2015;7;W;-;RC;WL_07_09;1;11;529386;;12;7;;112;12;1;1;13;26;
803351;57782;2015;7;W;-;RC;WL_57_05;1;13;529387;;45;4;381;115;15;1;1;13;26;
850978;57731;2015;7;W;-;RC;WL_57_02;1;13;529387;;25;8;288;125;10;2;1;13;26;
850976;57731;2015;7;W;-;RC;WL_57_02;2;13;529387;;31;8;308;216;1;2;1;13;26;
803052;57714;2015;7;W;-;RC;WL_07_05;1;12;529388;;13;6;67;113;13;1;1;13;26;
851884;57835;2015;7;W;-;RC;WL_07_01;2;12;529388;;38;3;471;203;3;1;1;13;26;
844621;57383;2015;7;W;-;RC;WL_07_07;1;12;529388;;13;1;309;113;13;1;1;13;26;
834385;59253;2015;7;W;-;RC;WL_07_09;1;12;529388;;13;7;;113;13;1;1;13;26;
803051;57714;2015;7;W;-;RC;WL_07_05;1;13;529389;;15;6;19;115;15;1;1;13;26;
851882;57835;2015;7;W;-;RC;WL_07_01;1;13;529389;;48;1;589;113;13;1;1;13;26;
851881;57835;2015;7;W;-;RC;WL_07_01;2;13;529389;;41;3;538;206;6;1;1;13;26;
844627;57383;2015;7;W;-;RC;WL_07_07;1;13;529389;;15;1;397;115;15;1;1;13;26;
834384;59253;2015;7;W;-;RC;WL_07_09;1;13;529389;;15;7;;115;15;1;1;13;26;
851888;57835;2015;7;W;-;RC;WL_07_01;2;14;529390;;39;4;496;219;4;2;1;13;26;
834382;59253;2015;7;W;-;RC;WL_07_09;1;14;529390;;16;7;;116;16;1;1;13;26;
803357;57782;2015;7;W;-;RC;WL_57_05;1;14;529391;;46;4;544;116;16;1;1;13;26;
803358;57782;2015;7;W;-;RC;WL_57_05;1;15;529392;;47;4;568;117;17;1;1;13;26;
850985;57731;2015;7;W;-;RC;WL_57_02;2;15;529392;;45;7;487;215;15;1;1;13;26;
803056;57714;2015;7;W;-;RC;WL_07_05;1;16;529394;;18;6;234;118;18;1;1;13;26;
851883;57835;2015;7;W;-;RC;WL_07_01;1;16;529394;;50;2;638;130;15;2;1;13;26;
844629;57383;2015;7;W;-;RC;WL_07_07;1;16;529394;;18;1;352;118;18;1;1;13;26;
845078;57985;2015;7;W;-;RC;WO_87_05;1;14;529448;;76;21;1740;116;16;1;0;13;26;
877977;56462;2015;7;W;-;RC;WT_04_05;1;24;529450;;27;5;291;127;27;1;0;13;26;
845079;57985;2015;7;W;-;RC;WO_87_05;1;16;529451;;78;21;1652;118;18;1;0;13;26;
5017700;48058;2017;7;W;-;RC;WS_04_02;2;43;529465;;26;2;;242;4;2;0;13;26;
5016736;48500;2017;7;W;-;RC;WS_74__04;1;43;529465;;33;5;;135;3;5;0;13;26;
5016739;48500;2017;7;W;-;RC;WS_74__04;2;43;529465;;41;1;;241;4;1;0;13;26;
5016837;48505;2017;7;W;-;RC;WS_74__02;1;43;529465;;21;11;;164;6;4;0;13;26;
5016838;48505;2017;7;W;-;RC;WS_74__02;2;43;529465;;26;11;;244;4;4;0;13;26;
5019492;48557;2017;7;W;-;RC;WS_74__06;1;43;529465;;6;10;;153;5;3;0;13;26;
5019491;48557;2017;7;W;-;RC;WS_74__06;2;43;529465;;14;11;;264;6;4;0;13;26;
872817;56457;2015;7;W;-;RC;WL_45_02;1;7;529467;;81;11;803;121;21;1;1;13;26;
872818;56457;2015;7;W;-;RC;WL_45_02;2;7;529467;;71;12;704;211;11;1;1;13;26;
878668;56209;2015;7;W;-;RC;WL_45_07;1;7;529467;;7;13;133;107;7;1;1;13;26;
878926;56203;2015;7;W;-;RC;WL_45_08;2;7;529467;;19;15;375;214;14;1;1;13;26;
877929;56462;2015;7;W;-;RC;WT_04_05;1;7;529472;;8;5;84;108;8;1;0;13;26;
877910;56462;2015;7;W;-;RC;WT_04_05;1;9;529474;;10;5;106;110;10;1;0;13;26;
877911;56462;2015;7;W;-;RC;WT_04_05;1;13;529481;;15;5;159;115;15;1;0;13;26;
877916;56462;2015;7;W;-;RC;WT_04_05;1;16;529493;;18;5;194;118;18;1;0;13;26;
877919;56462;2015;7;W;-;RC;WT_04_05;1;17;529494;;19;5;203;119;19;1;0;13;26;
877913;56462;2015;7;W;-;RC;WT_04_05;1;18;529495;;20;5;216;120;20;1;0;13;26;
878524;56494;2015;7;W;-;RC;WT_08_04;1;3;529512;;3;21;31;103;3;1;0;13;26;
878522;56494;2015;7;W;-;RC;WT_08_04;1;4;529513;;4;21;36;104;4;1;0;13;26;
878529;56494;2015;7;W;-;RC;WT_08_04;1;9;529518;;10;21;102;110;10;1;0;13;26;
878510;56494;2015;7;W;-;RC;WT_08_04;1;11;529520;;12;21;124;112;12;1;0;13;26;
878512;56494;2015;7;W;-;RC;WT_08_04;1;14;529523;;16;21;168;116;16;1;0;13;26;
878511;56494;2015;7;W;-;RC;WT_08_04;1;15;529524;;17;21;185;117;17;1;0;13;26;
878517;56494;2015;7;W;-;RC;WT_08_04;1;16;529525;;18;21;190;118;18;1;0;13;26;
878518;56494;2015;7;W;-;RC;WT_08_04;1;17;529526;;19;21;207;119;19;1;0;13;26;
878516;56494;2015;7;W;-;RC;WT_08_04;1;18;529527;;20;21;212;120;20;1;0;13;26;
878519;56494;2015;7;W;-;RC;WT_08_04;1;19;529528;;22;21;234;122;22;1;0;13;26;
878570;56494;2015;7;W;-;RC;WT_08_04;1;21;529530;;24;21;256;124;24;1;0;13;26;
878574;56494;2015;7;W;-;RC;WT_08_04;1;23;529532;;26;21;278;126;26;1;0;13;26;
878572;56494;2015;7;W;-;RC;WT_08_04;1;24;529533;;27;21;295;127;27;1;0;13;26;
878571;56494;2015;7;W;-;RC;WT_08_04;1;25;529534;;29;21;317;129;29;1;0;13;26;
878580;56492;2015;7;W;-;RC;WT_06_05;1;1;529536;;1;10;10;101;1;1;0;13;26;
878585;56492;2015;7;W;-;RC;WT_06_05;1;2;529537;;2;10;13;102;2;1;0;13;26;
878582;56492;2015;7;W;-;RC;WT_06_05;1;4;529539;;5;10;54;105;5;1;0;13;26;
878581;56492;2015;7;W;-;RC;WT_06_05;1;5;529540;;6;10;57;106;6;1;0;13;26;
803356;57782;2015;7;W;-;RC;WL_57_05;1;16;529611;;48;4;592;118;18;1;1;13;26;
803359;57782;2015;7;W;-;RC;WL_57_05;1;17;529612;;49;4;616;119;19;1;1;13;26;
850981;57731;2015;7;W;-;RC;WL_57_02;1;17;529612;;19;7;134;104;4;1;1;13;26;
850987;57731;2015;7;W;-;RC;WL_57_02;2;17;529612;;45;8;488;230;15;2;1;13;26;
850988;57731;2015;7;W;-;RC;WL_57_02;1;18;529613;;17;7;174;102;2;1;1;13;26;
803340;57782;2015;7;W;-;RC;WL_57_05;1;19;529614;;52;4;688;122;22;1;1;13;26;
803345;57782;2015;7;W;-;RC;WL_57_05;1;20;529615;;53;4;712;123;23;1;1;13;26;
803344;57782;2015;7;W;-;RC;WL_57_05;1;21;529616;;54;4;705;124;24;1;1;13;26;
850964;57731;2015;7;W;-;RC;WL_57_02;1;21;529616;;25;7;287;110;10;1;1;13;26;
850962;57731;2015;7;W;-;RC;WL_57_02;2;21;529616;;35;7;387;205;5;1;1;13;26;
803342;57782;2015;7;W;-;RC;WL_57_05;1;22;529617;;55;4;681;125;25;1;1;13;26;
850967;57731;2015;7;W;-;RC;WL_57_02;2;22;529617;;38;8;353;223;8;2;1;13;26;
803341;57782;2015;7;W;-;RC;WL_57_05;1;23;529618;;56;4;657;126;26;1;1;13;26;
850968;57731;2015;7;W;-;RC;WL_57_02;1;23;529618;;26;8;293;126;11;2;1;13;26;
850966;57731;2015;7;W;-;RC;WL_57_02;2;23;529618;;36;7;394;206;6;1;1;13;26;
803348;57782;2015;7;W;-;RC;WL_57_05;1;25;529620;;59;4;585;129;29;1;1;13;26;
850990;57731;2015;7;W;-;RC;WL_57_02;1;25;529620;;18;7;154;103;3;1;1;13;26;
850995;57731;2015;7;W;-;RC;WL_57_02;2;25;529620;;44;7;467;214;14;1;1;13;26;
803346;57782;2015;7;W;-;RC;WL_57_05;1;26;529621;;60;4;561;130;30;1;1;13;26;
850994;57731;2015;7;W;-;RC;WL_57_02;1;26;529621;;30;7;214;115;15;1;1;13;26;
850992;57731;2015;7;W;-;RC;WL_57_02;2;26;529621;;37;8;373;222;7;2;1;13;26;
850934;57737;2015;7;W;-;RC;WL_58_02;1;1;529622;;30;9;212;115;15;1;1;13;26;
850932;57737;2015;7;W;-;RC;WL_58_02;2;1;529622;;34;9;369;204;4;1;1;13;26;
852748;57883;2015;7;W;-;RC;WL_58_07;1;1;529622;;1;12;12;101;1;1;1;13;26;
842611;57334;2015;7;W;-;RC;WL_58_09;2;1;529622;;50;12;745;220;20;1;1;13;26;
842617;57334;2015;7;W;-;RC;WL_58_09;1;2;529623;;54;11;1019;124;24;1;1;13;26;
842618;57334;2015;7;W;-;RC;WL_58_09;2;2;529623;;32;12;588;202;2;1;1;13;26;
851865;57835;2015;7;W;-;RC;WL_07_01;1;17;529624;;49;2;614;129;14;2;1;13;26;
834388;59253;2015;7;W;-;RC;WL_07_09;1;17;529624;;19;7;;119;19;1;1;13;26;
850938;57737;2015;7;W;-;RC;WL_58_02;1;3;529626;;20;10;111;120;5;2;1;13;26;
850936;57737;2015;7;W;-;RC;WL_58_02;2;3;529626;;43;10;450;228;13;2;1;13;26;
842619;57334;2015;7;W;-;RC;WL_58_09;2;3;529626;;44;12;840;214;14;1;1;13;26;
850939;57737;2015;7;W;-;RC;WL_58_02;1;4;529627;;16;10;191;116;1;2;1;13;26;
842613;57334;2015;7;W;-;RC;WL_58_09;1;4;529627;;50;11;746;120;20;1;1;13;26;
842670;57334;2015;7;W;-;RC;WL_58_09;2;4;529627;;34;12;660;204;4;1;1;13;26;
850305;57737;2015;7;W;-;RC;WL_58_02;2;5;529628;;32;10;330;217;2;2;1;13;26;
852720;57883;2015;7;W;-;RC;WL_58_07;1;5;529628;;6;12;109;106;6;1;1;13;26;
842674;57334;2015;7;W;-;RC;WL_58_09;2;5;529628;;49;12;781;219;19;1;1;13;26;
872819;56457;2015;7;W;-;RC;WL_45_02;2;8;529629;;87;12;864;227;27;1;1;13;26;
878663;56209;2015;7;W;-;RC;WL_45_07;2;8;529629;;1;16;16;216;1;2;1;13;26;
878929;56203;2015;7;W;-;RC;WL_45_08;1;8;529629;;15;13;293;110;10;1;1;13;26;
878923;56203;2015;7;W;-;RC;WL_45_08;2;8;529629;;11;16;216;221;6;2;1;13;26;
850304;57737;2015;7;W;-;RC;WL_58_02;1;6;529630;;29;10;231;129;14;2;1;13;26;
