LK_EXPERIMENT_EXPERIMENT_ID;SPECIES;SPECIES_SPECIFICITY;YEAR;ML_TRIAL;SL_TRIAL;ORIGIN;RESPONSIBILITY;TEAM;CULTURE_PLACE;CULTURE_UNIT;COUNTRY;REGION;DEPARTMENT;COMMUNE;CULTURE_UNIT_LATITUDE;CULTURE_UNIT_LONGITUDE;CULTURE_PLACE_LATITUDE;CULTURE_PLACE_LONGITUDE;LATITUDE;LONGITUDE;TRANSFER_APPY;SPECIES_GROUP;MATERIAL_NB;REPLICATION_NB;SL_TRIAL_HASH;DESIGN;DESIGN_TYPE;SPECIES_ID;SPECIES_SPECIFICITY_ID;FIABILITY_SYSTEM;FIABILITY_EXPERIMENTAL;FIABILITY_BREEDER;FIABILITY_EXPERIMENTAL_REASON;FIABILITY_BREEDER_REASON
25736;T;-;2018;TK;TK_04;RC;DRUE;;PONTIVY;18PONT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;0;7;36;2;;36BCN01_2R_016;RCB;12;25;;;;;
46019;T;-;2017;TD_TD;TD_TD_02;RC;DRUE;;PONTIVY;17PONTR;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;36;2;;36BCN01_2R_016;RCB;12;25;;;;;
46013;T;-;2017;TD_TD;TD_TD_01;RC;DRUE;;PONTIVY;17PONTR;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;36;2;;36BCN01_2R_016;RCB;12;25;;;;;
44298;T;-;2016;TD_TI;TD_TI_04;RC;DRUE;;PONTIVY;16PONTR;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;36;2;;36BCN01_2R_016;RCB;12;25;;;;;
25731;T;-;2018;TJ;TJ_02;RC;DRUE;;ANGERS;18ANGE;FRANCE;PAYS DE LA LOIRE;MAINE-ET-LOIRE;;;;47.47842;-0.56317;47.47842;-0.56317;0;7;36;2;;36BCN01_2R_016;RCB;12;25;;;;;
41202;B;-;2016;B4_25;B4_25_05;RC;LOUV;;LOUVILLE-LA-CHENARD;16LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;3;;36BCN01_3R_001;RCB;6;12;;;;;
25834;O;H;2018;OR_HA;OR_HA_02;RC;PREM;;LOUVILLE-LA-CHENARD;18RLOHBANT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;37;2;;37BCN01_2R_001;RCB;8;80;;;;;
25832;O;H;2018;OR_HA;OR_HA_01;RC;PREM;;LOUVILLE-LA-CHENARD;18RLOHBATT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;37;2;;37BCN01_2R_002;RCB;8;80;;;;;
45830;O;H;2016;OR_HA;OR_HA_07;RC;PREM;PREM;PREMESQUES;16PPREOHNT2;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;1;7;40;1;;40BCN01_1R_001;RCB;8;80;;;;;
45775;O;H;2016;OR_AA;OR_AA_01;RC;PREM;PREM;CUPERLY;16RCOHCATT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;16;2;;04BCN04_2R_001;RCB;8;80;;;;;
42337;O;P;2016;OR_QG;OR_QG_05;RC;PREM;;LOUVILLE-LA-CHENARD;16RLOUOPTT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;5;2;;05BCN01_2R_001;RCB;8;78;;;;;
59846;S;-;2015;SG_SH;SG_SH_04;RC;GAIL;;GAILLAC;15GGAI_IRRI;FRANCE;MIDI-PYRÉNÉES;TARN;;;;43.90182;1.89651;43.90182;1.89651;0;7;15;2;;05BCN03_2R_001;RCB;11;24;;;;;
59908;S;-;2015;SG_EG;SG_EG_05;RC;GAIL;;GAILLAC;15GGAI_ESS;FRANCE;MIDI-PYRÉNÉES;TARN;;;;43.90182;1.89651;43.90182;1.89651;1;7;20;2;;05BCN04_2R_001;RCB;11;24;;;;;
49842;T;-;2017;TD_FD;TD_FD_05;RC;DRUE;;DRUELLE;17DRUCAUMELS;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.35998;2.50531;44.35998;2.50531;0;7;20;1;;05BCN04_2R_001;RCB;12;25;;;;;
43511;O;P;2017;OR_QG;OR_QG_05;RC;PREM;;CUPERLY;17RCUPOPNT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;25;2;;05BCN05_2R_002;RCB;8;78;;;;;
59431;O;P;2015;OR_QL;OR_QL_07;RC;PREM;;CUPERLY;15RCUPOPTT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;6;2;;06BCN01_2R_003;RCB;8;78;;;;;
58536;O;H;2015;OR_HB;OR_HB_01;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOHBATT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;18;2;;06BCN03_2R_002;RCB;8;80;;;;;
58636;T;-;2015;TD_TE;TD_TE_05;RC;DRUE;;RIEUPEYROUX;15RIRA12;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;28;2;;07BCN04_2R_004;RCB;12;25;;;;;
25811;T;-;2018;VA;VA_05;RC;DRUE;;CASTANET;18CAST7X7;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.27918;2.29029;44.27918;2.29029;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
25818;T;-;2018;VB;VB_05;RC;DRUE;;CASTANET;18CAST7X7;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.27918;2.29029;44.27918;2.29029;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
25872;T;-;2018;VC;VC_05;RC;DRUE;;CASTANET;18CAST7X7;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.27918;2.29029;44.27918;2.29029;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
25332;T;-;2018;VW;VW_05;RC;DRUE;;CASTANET;18CAST7X7;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.27918;2.29029;44.27918;2.29029;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58387;T;-;2015;TD_VB;TD_VB_04;RC;DRUE;;PONTIVY;15POAN56TT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58332;T;-;2015;TD_VM;TD_VM_04;RC;DRUE;;PONTIVY;15POAN56TT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;0;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58325;T;-;2015;TD_VR;TD_VR_04;RC;DRUE;;PONTIVY;15POAN56TT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58369;T;-;2015;TD_VF;TD_VF_04;RC;DRUE;;PONTIVY;15POAN56TT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58390;T;-;2015;TD_VG;TD_VG_04;RC;DRUE;;PONTIVY;15POAN56TT;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46456;T;-;2017;TD_SG;TD_SG_05;RC;DRUE;;PONTIVY;17PONTR;FRANCE;BRETAGNE;MORBIHAN;;;;48.06615;-2.96706;48.06615;-2.96706;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46583;T;-;2017;TD_VL;TD_VL_05;RC;DRUE;;RIEUPEYROUX;17RIETR;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46562;T;-;2017;TD_VN;TD_VN_05;RC;DRUE;;RIEUPEYROUX;17RIETR;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46592;T;-;2017;TD_VS;TD_VS_05;RC;DRUE;;RIEUPEYROUX;17RIETR;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46532;T;-;2017;TD_VX;TD_VX_05;RC;DRUE;;RIEUPEYROUX;17RIETR;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58334;T;-;2015;TD_VM;TD_VM_05;RC;DRUE;;RIEUPEYROUX;15RIRA12;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
58379;T;-;2015;TD_SD;TD_SD_05;RC;DRUE;;RIEUPEYROUX;15RIRA12;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46400;T;-;2017;TD_SA;TD_SA_05;RC;DRUE;;DRUELLE;17DRUCAUMELS;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.35998;2.50531;44.35998;2.50531;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
46404;T;-;2017;TD_SB;TD_SB_05;RC;DRUE;;DRUELLE;17DRUCAUMELS;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.35998;2.50531;44.35998;2.50531;1;7;49;1;;07LBC07_1R_002;BLS;12;25;;;;;
42586;T;-;2016;TD_VP;TD_VP_05;RC;DRUE;;RIEUPEYROUX;16RIETR2;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;0;7;49;1;;07LPB07_1R_001;PBL;12;25;;;;;
42566;T;-;2016;TD_VU;TD_VU_05;RC;DRUE;;RIEUPEYROUX;16RIETR2;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;0;7;49;1;;07LPB07_1R_001;PBL;12;25;;;;;
42592;T;-;2016;TD_VX;TD_VX_05;RC;DRUE;;RIEUPEYROUX;16RIETR2;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;49;1;;07LPB07_1R_001;PBL;12;25;;;;;
21797;O;P;2018;OR_ZA;OR_ZA_04;RC;PREM;;LOUVILLE-LA-CHENARD;18RLOUOPTT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;8;2;;08BCN01_2R_003;RCB;8;78;;;;;
58917;T;-;2015;TD_TL;TD_TL_04;RC;DRUE;;DRUELLE;15DRRA12;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.35998;2.50531;44.35998;2.50531;0;7;8;2;;08BCN01_2R_004;RCB;12;25;;;;;
56983;S;-;2015;SG_BA;SG_BA_06;RC;GAIL;;MOSONMAGYAROVAR;15GMOS_ESS;HUNGARY;GYOR-MOSON-SOPRON;MOSONMAGYARÓVÁR;;;;47.86815;17.26892;47.86815;17.26892;1;7;16;1;;08BCN02_1R_001;RCB;11;24;;;;;
43662;S;-;2017;SG_EB;SG_EB_02;RC;GAIL;GAIL;COULOUME MONDEBAT;17GCOM_ESS;FRANCE;MIDI-PYRÉNÉES;GERS;;;;43.64085;0.09237;43.64085;0.09237;1;7;16;1;;08BCN02_1R_003;RCB;11;24;;;;;
56980;S;-;2015;SG_AA;SG_AA_01;RC;GAIL;;VILLAMPUY;15GVIL_ESS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.03565;1.50986;48.03565;1.50986;1;7;16;2;;08BCN02_2R_004;RCB;11;24;;;;;
44247;T;-;2016;TD_TC;TD_TC_05;RC;DRUE;;RIEUPEYROUX;16RIETR2;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;24;2;;08BCN03_2R_002;RCB;12;25;;;;;
44255;T;-;2016;TD_TB;TD_TB_02;RC;DRUE;DRUE;RIEUPEYROUX;16RIETR2;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.30623;2.23632;44.30623;2.23632;1;7;24;2;;08BCN03_2R_002;RCB;12;25;;;;;
43452;O;P;2017;OR_PX;OR_PX_05;RC;PREM;;CUPERLY;17RCUPOPTT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;36;2;;09BCN04_2R_001;RCB;8;78;;;;;
43457;O;P;2017;OR_PY;OR_PY_05;RC;PREM;;CUPERLY;17RCUPOPTT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;36;2;;09BCN04_2R_001;RCB;8;78;;;;;
58537;O;H;2015;OR_HA;OR_HA_01;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOHBATT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;09BCN04_2R_002;RCB;8;80;;;;;
25751;T;-;2018;TA;TA_55;RC;DRUE;;NOUZERINES;18NOUZ;FRANCE;LIMOUSIN;CREUSE;;;;46.38885;2.10797;46.38885;2.10797;1;7;36;3;;09BCN04_3R_001;RCB;12;25;;;;;
42186;B;-;2016;B4_02;B4_02_05;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;16LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
42191;B;-;2016;B4_45;B4_45_02;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;16LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
42259;B;-;2016;B5_73;B5_73_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;16LLOUPH6m;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
42174;B;-;2016;B4_07;B4_07_07;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;16LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
53008;B;-;2015;B4_51;B4_51_02;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
53001;B;-;2015;B4_54;B4_54_02;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;12LPB03_2R_001;PBL;6;12;;;;;
59435;O;P;2015;OR_QJ;OR_QJ_04;RC;PREM;;CUPERLY;15RCUPOPTT;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.06227;4.43092;49.06227;4.43092;1;7;36;2;;06LPB06_2R_002;PBL;8;78;;;;;
53089;B;-;2015;B4_04;B4_04_02;RC;LOUV;LOUV;FOUCHERES;15LFOUPPEc;FRANCE;CHAMPAGNE-ARDENNE;AUBE;;;;48.15364;4.26666;48.15364;4.26666;1;7;36;2;;12LPB03_2R_002;PBL;6;12;;;;;
53060;B;-;2015;B4_02;B4_02_02;RC;LOUV;LOUV;FOUCHERES;15LFOUPPEc;FRANCE;CHAMPAGNE-ARDENNE;AUBE;;;;48.15364;4.26666;48.15364;4.26666;1;7;36;2;;12LPB03_2R_002;PBL;6;12;;;;;
53021;B;-;2015;B4_56;B4_56_02;RC;LOUV;LOUV;FOUCHERES;15LFOUPPEc;FRANCE;CHAMPAGNE-ARDENNE;AUBE;;;;48.15364;4.26666;48.15364;4.26666;1;7;36;2;;12LPB03_2R_002;PBL;6;12;;;;;
53087;B;-;2015;B4_04;B4_04_08;RC;LOUV;LOUV;JALONS;15LJALPPEc;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.01016;4.18659;49.01016;4.18659;0;7;36;2;;12LPB03_2R_003;PBL;6;12;;;;;
42164;B;-;2016;B4_04;B4_04_01;RC;LOUV;LOUV;JALONS;16LJALPPEc;FRANCE;CHAMPAGNE-ARDENNE;MARNE;;;;49.01016;4.18659;49.01016;4.18659;1;7;36;2;;12LPB03_2R_003;PBL;6;12;;;;;
22095;B;-;2018;B4_07;B4_07_09;RC;LOUV;LOUV;CATILLON FUMECHON;18LCATPPEc;FRANCE;PICARDIE;OISE;;;;49.52897;2.38355;49.52897;2.38355;0;7;36;2;;12LPB03_2R_004;PBL;6;12;;;;;
59378;B;-;2015;B4_05;B4_05_02;RC;LOUV;LOUV;CATILLON FUMECHON;15LCATPPEc;FRANCE;PICARDIE;OISE;;;;49.52897;2.38355;49.52897;2.38355;1;7;36;2;;12LPB03_2R_004;PBL;6;12;;;;;
42126;B;-;2016;B4_05;B4_05_05;RC;LOUV;LOUV;AIGREFEUILLE D AUNIS;16LAIGPPEc;FRANCE;POITOU-CHARENTES;CHARENTE-MARITIME;;;;46.11591;-0.93499;46.11591;-0.93499;1;7;36;2;;18LPB02_2R_002;PBL;6;12;;;;;
22099;B;-;2018;B4_05;B4_05_05;RC;LOUV;LOUV;AIGREFEUILLE D AUNIS;18LAIGPPEc;FRANCE;POITOU-CHARENTES;CHARENTE-MARITIME;;;;46.11591;-0.93499;46.11591;-0.93499;1;7;36;2;;18LPB02_2R_002;PBL;6;12;;;;;
49462;B;-;2017;B4_05;B4_05_05;RC;LOUV;LOUV;AIGREFEUILLE D AUNIS;17LAIGPPEc;FRANCE;POITOU-CHARENTES;CHARENTE-MARITIME;;;;46.11591;-0.93499;46.11591;-0.93499;0;7;36;2;;18LPB02_2R_002;PBL;6;12;;;;;
22860;B;-;2018;B4_06;B4_06_01;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;18LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;25;2;;25BCN01_2R_018;RCB;6;12;;;;;
49489;B;-;2017;B4_05;B4_05_55;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;17LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;1;7;36;2;;18LPB02_2R_003;PBL;6;12;;;;;
53826;B;-;2015;B1_02;B1_02_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPCp;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;1;;18BCN02_1R_003;RCB;6;12;;;;;
53842;B;-;2015;B1_13;B1_13_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPCp;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;1;;18BCN02_1R_003;RCB;6;12;;;;;
53818;B;-;2015;B1_03;B1_03_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPCp;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;1;;18BCN02_1R_003;RCB;6;12;;;;;
53867;B;-;2015;B1_54;B1_54_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPCp;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;1;;18BCN02_1R_003;RCB;6;12;;;;;
53841;B;-;2015;B1_25;B1_25_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPCp;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;1;;18BCN02_1R_003;RCB;6;12;;;;;
59344;B;-;2015;B4_03;B4_03_05;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;18;3;;18APL01_3R3_003;LAD;6;12;;;;;
58635;T;-;2015;TD_TD;TD_TD_09;RC;DRUE;;LAMBALLE;15LATR22;FRANCE;BRETAGNE;CÔTES-D'ARMOR;;;;48.46864;-2.51732;48.46864;-2.51732;1;7;20;2;;20BCN01_2R_021;RCB;12;25;;;;;
53215;B;-;2015;B4_42;B4_42_04;RC;LOUV;LOUV;LOUVILLE-LA-CHENARD;15LLOUPPEc;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;36;3;;06BCN06_3R_001;RCB;6;12;;;;;
42290;B;-;2016;B5_06;B5_06_02;RC;LOUV;LOUV;LEVROUX;16LLEVPHAl;FRANCE;CENTRE;INDRE;;;;46.97974;1.61473;46.97974;1.61473;1;7;12;2;;12BCN01_2R_020;RCB;6;12;;;;;
56398;O;P;2015;OR_P5;OR_P5_15;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56332;O;P;2015;OR_P5;OR_P5_19;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56331;O;P;2015;OR_P5;OR_P5_13;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56338;O;P;2015;OR_P5;OR_P5_75;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
59008;O;P;2015;OR_P5;OR_P5_85;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
59056;O;P;2015;OR_P5;OR_P5_64;RC;PREM;;LOUVILLE-LA-CHENARD;15RLOUOPOBS;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56162;O;P;2015;OR_P5;OR_P5_58;RC;PREM;;PREMESQUES;15RPREOPOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56166;O;P;2015;OR_P5;OR_P5_40;RC;PREM;;PREMESQUES;15RPREOPOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
56136;O;P;2015;OR_P5;OR_P5_10;RC;PREM;;PREMESQUES;15RPREOPOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;34;1;;34BCN01_1R_001;RCB;8;78;;;;;
21770;O;P;2018;OR_P5;OR_P5_06;RC;PREM;;PREMESQUES;18PPREOPOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;46;1;;46BCN01_1R_001;RCB;8;78;;;;;
21781;O;P;2018;OR_P5;OR_P5_45;RC;PREM;;PREMESQUES;18PPREOPOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;46;1;;46BCN01_1R_001;RCB;8;78;;;;;
48361;O;H;2017;OR_I9;OR_I9_05;RC;PREM;;PREMESQUES;17RPREOBSOH;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;46;1;;46BCN01_1R_001;RCB;8;80;;;;;
48394;O;H;2017;OR_J2;OR_J2_05;RC;PREM;;PREMESQUES;17RPREOBSOH;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;46;1;;46BCN01_1R_001;RCB;8;80;;;;;
46490;O;H;2017;OR_G7;OR_G7_05;RC;PREM;;PREMESQUES;17RPREOBSOH;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;46;1;;46BCN01_1R_001;RCB;8;80;;;;;
49234;O;H;2017;OR_K4;OR_K4_04;RC;PREM;;LOUVILLE-LA-CHENARD;17RLOUOHTT;FRANCE;CENTRE;EURE-ET-LOIR;;;;48.32784;1.78821;48.32784;1.78821;0;7;46;1;;46BCN01_1R_001;RCB;8;80;;;;;
56304;O;H;2015;OR_G5;OR_G5_04;RC;PREM;;PREMESQUES;15RPREOHOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;61;1;;61BCN01_1R_001;RCB;8;80;;;;;
56172;O;H;2015;OR_C4;OR_C4_03;RC;PREM;;PREMESQUES;15RPREOHOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;61;1;;61BCN01_1R_001;RCB;8;80;;;;;
56150;O;H;2015;OR_I5;OR_I5_50;RC;PREM;;PREMESQUES;15RPREOHOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;61;1;;61BCN01_1R_001;RCB;8;80;;;;;
58840;O;H;2015;;OR_C5_05;RC;PREM;;PREMESQUES;15RPREOHOBS;FRANCE;NORD-PAS-DE-CALAIS;NORD;;;;50.6555;2.95212;50.6555;2.95212;0;7;61;1;;61BCN01_1R_001;RCB;8;80;;;;;
46093;T;-;2017;TD_TH;TD_TH_01;RC;DRUE;;NOUZERINES;17NOUTR;FRANCE;LIMOUSIN;CREUSE;;;;46.38885;2.10797;46.38885;2.10797;1;7;34;2;;17BCN02_2R_009;RCB;12;25;;;;;
58919;T;-;2015;TD_TM;TD_TM_04;RC;DRUE;;DRUELLE;15DRRA12;FRANCE;MIDI-PYRÉNÉES;AVEYRON;;;;44.35998;2.50531;44.35998;2.50531;0;7;12;2;;12BCN01_2R_022;RCB;12;25;;;;;
46030;T;-;2017;TD_TH;TD_TH_07;RC;DRUE;;CHOLET;17CHOTR;FRANCE;PAYS DE LA LOIRE;MAINE-ET-LOIRE;;;;47.05941;-0.87979;47.05941;-0.87979;1;7;34;2;;34BCN01_2R_013;RCB;12;25;;;;;
