DB_SOURCE;SPECIES_GROUP;POWER_TYPREC;POWER_SSESPECE;LK_NAME;LK_SHORT_NAME;GEVES_NAME;LATIN_NAME;COMMON_NAME_EN;COMMON_NAME_FR;SPECIFICITIES_NAME;SPECIES_SPECIFICITY;TRAIT;TRAIT_DESCRIPTION;LK_CODE;GEVES_CODE;TYPE;STATISTICAL_CATEGORY;MIN;MAX;R2N_USE;SDT_USE;SPECIES_ID;SPECIES_SPECIFICITY_ID;QUALITY_REASON
LK_CRISP;R7;7.0;S;Soybean;S;;;Soybean;Soja;-;-;%MOIS;;C2044;;AGRO;;8.0;30.0;1;;;24.0;required_null
