LK_EXPERIMENT_EXPERIMENT_ID;SPECIES;SPECIES_SPECIFICITY;YEAR;ML_TRIAL;SL_TRIAL;ORIGIN;RESPONSIBILITY;TEAM;CULTURE_PLACE;CULTURE_UNIT;COUNTRY;REGION;DEPARTMENT;COMMUNE;CULTURE_UNIT_LATITUDE;CULTURE_UNIT_LONGITUDE;CULTURE_PLACE_LATITUDE;CULTURE_PLACE_LONGITUDE;LATITUDE;LONGITUDE;TRANSFER_APPY;SPECIES_GROUP;MATERIAL_NB;REPLICATION_NB;SL_TRIAL_HASH;DESIGN;DESIGN_TYPE;SPECIES_ID;SPECIES_SPECIFICITY_ID;FIABILITY_SYSTEM;FIABILITY_EXPERIMENTAL;FIABILITY_BREEDER;FIABILITY_EXPERIMENTAL_REASON;FIABILITY_BREEDER_REASON;QUALITY_REASON
;S;-;2018;SD_BA;SD_BA_05;RC;DRUE;GAIL;DIJON;13GDIJ_ESS;FRANCE;BOURGOGNE;CÔTE-D'OR;;;;47.32205;5.04148;47.32205;5.04148;1;7;24;2;;12BCN02_2R_014;RCB;11.0;24.0;;;;;;required_null
