LK_SL_TRIAL_L2_DATA_ID;LK_EXPERIMENT_EXPERIMENT_ID;YEAR;SPECIES_GROUP;SPECIES;SPECIES_SPECIFICITY;ORIGIN;SL_TRIAL;REPLICATION_NUM;ENTRY_NUM;TRANSFER_APPY;TRAIT;RESULT;FIABILITY_SYSTEM;FIABILITY_EXPERIMENTAL_x;FIABILITY_EXPERIMENTAL_REASON;FIABILITY_BREEDER_x;FIABILITY_BREEDER_REASON;SPECIES_ID;SPECIES_SPECIFICITY_ID;ESPECE_FR;RESULT_NUM;REGION;DEPARTMENT;COMMUNE;LAT;LON;RESPONSIBILITY;TEAM;CULTURE_UNIT;FIABILITY_EXPERIMENTAL_y;FIABILITY_BREEDER_y;LK_STOCK_S1_DATA_ID;MAIN_NAME;PEDIGREE;STRUCTURE;P1;P2;NEXT_STAGE;SELF_NB;FGD;FHB_INO;HARVEST_DATE;None;PHOSPHATE;SOWING_DATE;SPRAY
736764;57476;2015;7;W;-;RC;WW_PL_02;1;1;0;%MOIS;18,84;;;;;;13;26;Blé tendre;18.84;;;;;;;;;;;4175;;;;;;;;;;;;;;
736764;57476;2015;7;W;-;RC;WW_PL_02;1;1;0;YD15QH;70,49;;;;;;13;26;Blé tendre;70.49;;;;;;;;;;;4175;;;;;;;;;;;;;;
736764;57476;2015;7;W;-;RC;WW_PL_02;1;1;0;YD16QH;71,3;;;;;;13;26;Blé tendre;71.3;;;;;;;;;;;4175;;;;;;;;;;;;;;
736767;57476;2015;7;W;-;RC;WW_PL_02;4;1;0;%MOIS;18,44;;;;;;13;26;Blé tendre;18.44;;;;;;;;;;;4175;;;;;;;;;;;;;;
736767;57476;2015;7;W;-;RC;WW_PL_02;4;1;0;YD15QH;79,25;;;;;;13;26;Blé tendre;79.25;;;;;;;;;;;4175;;;;;;;;;;;;;;
736767;57476;2015;7;W;-;RC;WW_PL_02;4;1;0;YD16QH;80,17;;;;;;13;26;Blé tendre;80.17;;;;;;;;;;;4175;;;;;;;;;;;;;;
736768;57476;2015;7;W;-;RC;WW_PL_02;1;2;0;%MOIS;16,74;;;;;;13;26;Blé tendre;16.74;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736768;57476;2015;7;W;-;RC;WW_PL_02;1;2;0;YD15QH;72,43;;;;;;13;26;Blé tendre;72.43;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736768;57476;2015;7;W;-;RC;WW_PL_02;1;2;0;YD16QH;73,26;;;;;;13;26;Blé tendre;73.26;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736766;57476;2015;7;W;-;RC;WW_PL_02;2;2;0;%MOIS;16,94;;;;;;13;26;Blé tendre;16.94;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736766;57476;2015;7;W;-;RC;WW_PL_02;2;2;0;YD15QH;78,62;;;;;;13;26;Blé tendre;78.62;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736766;57476;2015;7;W;-;RC;WW_PL_02;2;2;0;YD16QH;79,53;;;;;;13;26;Blé tendre;79.53;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736769;57476;2015;7;W;-;RC;WW_PL_02;3;2;0;%MOIS;16,54;;;;;;13;26;Blé tendre;16.54;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736769;57476;2015;7;W;-;RC;WW_PL_02;3;2;0;YD15QH;77,75;;;;;;13;26;Blé tendre;77.75;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736769;57476;2015;7;W;-;RC;WW_PL_02;3;2;0;YD16QH;78,64;;;;;;13;26;Blé tendre;78.64;;;;;;;;;;;317549;OPAL;WS_OPAL;FL;CUBUS/TOMMI;TORAS;;;;;;;;;
736790;57476;2015;7;W;-;RC;WW_PL_02;1;3;0;%MOIS;18,64;;;;;;13;26;Blé tendre;18.64;;;;;;;;;;;210071;;;;;;;;;;;;;;
736790;57476;2015;7;W;-;RC;WW_PL_02;1;3;0;YD15QH;76;;;;;;13;26;Blé tendre;76.0;;;;;;;;;;;210071;;;;;;;;;;;;;;
736790;57476;2015;7;W;-;RC;WW_PL_02;1;3;0;YD16QH;76,88;;;;;;13;26;Blé tendre;76.88;;;;;;;;;;;210071;;;;;;;;;;;;;;
736795;57476;2015;7;W;-;RC;WW_PL_02;2;3;0;%MOIS;18,34;;;;;;13;26;Blé tendre;18.34;;;;;;;;;;;210071;;;;;;;;;;;;;;
736795;57476;2015;7;W;-;RC;WW_PL_02;2;3;0;YD15QH;90,86;;;;;;13;26;Blé tendre;90.86;;;;;;;;;;;210071;;;;;;;;;;;;;;
736795;57476;2015;7;W;-;RC;WW_PL_02;2;3;0;YD16QH;91,91;;;;;;13;26;Blé tendre;91.91;;;;;;;;;;;210071;;;;;;;;;;;;;;
736792;57476;2015;7;W;-;RC;WW_PL_02;4;3;0;%MOIS;18,74;;;;;;13;26;Blé tendre;18.74;;;;;;;;;;;210071;;;;;;;;;;;;;;
736792;57476;2015;7;W;-;RC;WW_PL_02;4;3;0;YD15QH;88,25;;;;;;13;26;Blé tendre;88.25;;;;;;;;;;;210071;;;;;;;;;;;;;;
736792;57476;2015;7;W;-;RC;WW_PL_02;4;3;0;YD16QH;89,27;;;;;;13;26;Blé tendre;89.27;;;;;;;;;;;210071;;;;;;;;;;;;;;
736791;57476;2015;7;W;-;RC;WW_PL_02;1;4;0;%MOIS;17,54;;;;;;13;26;Blé tendre;17.54;;;;;;;;;;;317528;;;;;;;;;;;;;;
736791;57476;2015;7;W;-;RC;WW_PL_02;1;4;0;YD15QH;82,95;;;;;;13;26;Blé tendre;82.95;;;;;;;;;;;317528;;;;;;;;;;;;;;
736791;57476;2015;7;W;-;RC;WW_PL_02;1;4;0;YD16QH;83,92;;;;;;13;26;Blé tendre;83.92;;;;;;;;;;;317528;;;;;;;;;;;;;;
736799;57476;2015;7;W;-;RC;WW_PL_02;1;5;0;%MOIS;17,74;;;;;;13;26;Blé tendre;17.74;;;;;;;;;;;210065;;;;;;;;;;;;;;
736799;57476;2015;7;W;-;RC;WW_PL_02;1;5;0;YD15QH;83,87;;;;;;13;26;Blé tendre;83.87;;;;;;;;;;;210065;;;;;;;;;;;;;;
736799;57476;2015;7;W;-;RC;WW_PL_02;1;5;0;YD16QH;84,84;;;;;;13;26;Blé tendre;84.84;;;;;;;;;;;210065;;;;;;;;;;;;;;
736734;57476;2015;7;W;-;RC;WW_PL_02;1;6;0;%MOIS;18,14;;;;;;13;26;Blé tendre;18.14;;;;;;;;;;;210065;;;;;;;;;;;;;;
736734;57476;2015;7;W;-;RC;WW_PL_02;1;6;0;YD15QH;77,11;;;;;;13;26;Blé tendre;77.11;;;;;;;;;;;210065;;;;;;;;;;;;;;
736734;57476;2015;7;W;-;RC;WW_PL_02;1;6;0;YD16QH;78;;;;;;13;26;Blé tendre;78.0;;;;;;;;;;;210065;;;;;;;;;;;;;;
736737;57476;2015;7;W;-;RC;WW_PL_02;4;6;0;%MOIS;18,34;;;;;;13;26;Blé tendre;18.34;;;;;;;;;;;210065;;;;;;;;;;;;;;
736737;57476;2015;7;W;-;RC;WW_PL_02;4;6;0;YD15QH;90,86;;;;;;13;26;Blé tendre;90.86;;;;;;;;;;;210065;;;;;;;;;;;;;;
736737;57476;2015;7;W;-;RC;WW_PL_02;4;6;0;YD16QH;91,91;;;;;;13;26;Blé tendre;91.91;;;;;;;;;;;210065;;;;;;;;;;;;;;
736733;57476;2015;7;W;-;RC;WW_PL_02;4;7;0;%MOIS;16,74;;;;;;13;26;Blé tendre;16.74;;;;;;;;;;;180162;;;;;;;;;;;;;;
736733;57476;2015;7;W;-;RC;WW_PL_02;4;7;0;YD15QH;90,42;;;;;;13;26;Blé tendre;90.42;;;;;;;;;;;180162;;;;;;;;;;;;;;
736733;57476;2015;7;W;-;RC;WW_PL_02;4;7;0;YD16QH;91,47;;;;;;13;26;Blé tendre;91.47;;;;;;;;;;;180162;;;;;;;;;;;;;;
736800;57476;2015;7;W;-;RC;WW_PL_02;1;8;0;%MOIS;18,14;;;;;;13;26;Blé tendre;18.14;;;;;;;;;;;152288;;;;;;;;;;;;;;
736800;57476;2015;7;W;-;RC;WW_PL_02;1;8;0;YD15QH;83,48;;;;;;13;26;Blé tendre;83.48;;;;;;;;;;;152288;;;;;;;;;;;;;;
736800;57476;2015;7;W;-;RC;WW_PL_02;1;8;0;YD16QH;84,45;;;;;;13;26;Blé tendre;84.45;;;;;;;;;;;152288;;;;;;;;;;;;;;
736805;57476;2015;7;W;-;RC;WW_PL_02;2;8;0;%MOIS;18,24;;;;;;13;26;Blé tendre;18.24;;;;;;;;;;;152288;;;;;;;;;;;;;;
736805;57476;2015;7;W;-;RC;WW_PL_02;2;8;0;YD15QH;93,71;;;;;;13;26;Blé tendre;93.71;;;;;;;;;;;152288;;;;;;;;;;;;;;
736805;57476;2015;7;W;-;RC;WW_PL_02;2;8;0;YD16QH;94,8;;;;;;13;26;Blé tendre;94.8;;;;;;;;;;;152288;;;;;;;;;;;;;;
736801;57476;2015;7;W;-;RC;WW_PL_02;1;9;0;%MOIS;17,64;;;;;;13;26;Blé tendre;17.64;;;;;;;;;;;152288;;;;;;;;;;;;;;
736801;57476;2015;7;W;-;RC;WW_PL_02;1;9;0;YD15QH;70,47;;;;;;13;26;Blé tendre;70.47;;;;;;;;;;;152288;;;;;;;;;;;;;;
736801;57476;2015;7;W;-;RC;WW_PL_02;1;9;0;YD16QH;71,29;;;;;;13;26;Blé tendre;71.29;;;;;;;;;;;152288;;;;;;;;;;;;;;
736806;57476;2015;7;W;-;RC;WW_PL_02;4;9;0;%MOIS;18,14;;;;;;13;26;Blé tendre;18.14;;;;;;;;;;;152288;;;;;;;;;;;;;;
736806;57476;2015;7;W;-;RC;WW_PL_02;4;9;0;YD15QH;82,16;;;;;;13;26;Blé tendre;82.16;;;;;;;;;;;152288;;;;;;;;;;;;;;
736806;57476;2015;7;W;-;RC;WW_PL_02;4;9;0;YD16QH;83,11;;;;;;13;26;Blé tendre;83.11;;;;;;;;;;;152288;;;;;;;;;;;;;;
736809;57476;2015;7;W;-;RC;WW_PL_02;1;10;0;%MOIS;18,74;;;;;;13;26;Blé tendre;18.74;;;;;;;;;;;4194;;;;;;;;;;;;;;
736809;57476;2015;7;W;-;RC;WW_PL_02;1;10;0;YD15QH;86,61;;;;;;13;26;Blé tendre;86.61;;;;;;;;;;;4194;;;;;;;;;;;;;;
736809;57476;2015;7;W;-;RC;WW_PL_02;1;10;0;YD16QH;87,62;;;;;;13;26;Blé tendre;87.62;;;;;;;;;;;4194;;;;;;;;;;;;;;
736803;57476;2015;7;W;-;RC;WW_PL_02;2;10;0;%MOIS;18,64;;;;;;13;26;Blé tendre;18.64;;;;;;;;;;;4194;;;;;;;;;;;;;;
736803;57476;2015;7;W;-;RC;WW_PL_02;2;10;0;YD15QH;91,74;;;;;;13;26;Blé tendre;91.74;;;;;;;;;;;4194;;;;;;;;;;;;;;
736803;57476;2015;7;W;-;RC;WW_PL_02;2;10;0;YD16QH;92,81;;;;;;13;26;Blé tendre;92.81;;;;;;;;;;;4194;;;;;;;;;;;;;;
736850;57476;2015;7;W;-;RC;WW_PL_02;3;10;0;%MOIS;17,64;;;;;;13;26;Blé tendre;17.64;;;;;;;;;;;4194;;;;;;;;;;;;;;
736850;57476;2015;7;W;-;RC;WW_PL_02;3;10;0;YD15QH;95,36;;;;;;13;26;Blé tendre;95.36;;;;;;;;;;;4194;;;;;;;;;;;;;;
736850;57476;2015;7;W;-;RC;WW_PL_02;3;10;0;YD16QH;96,46;;;;;;13;26;Blé tendre;96.46;;;;;;;;;;;4194;;;;;;;;;;;;;;
736854;57476;2015;7;W;-;RC;WW_PL_02;1;11;0;%MOIS;17,24;;;;;;13;26;Blé tendre;17.24;;;;;;;;;;;4163;;;;;;;;;;;;;;
736854;57476;2015;7;W;-;RC;WW_PL_02;1;11;0;YD15QH;92,24;;;;;;13;26;Blé tendre;92.24;;;;;;;;;;;4163;;;;;;;;;;;;;;
736854;57476;2015;7;W;-;RC;WW_PL_02;1;11;0;YD16QH;93,31;;;;;;13;26;Blé tendre;93.31;;;;;;;;;;;4163;;;;;;;;;;;;;;
736851;57476;2015;7;W;-;RC;WW_PL_02;3;11;0;%MOIS;16,74;;;;;;13;26;Blé tendre;16.74;;;;;;;;;;;4163;;;;;;;;;;;;;;
736851;57476;2015;7;W;-;RC;WW_PL_02;3;11;0;YD15QH;105,73;;;;;;13;26;Blé tendre;105.73;;;;;;;;;;;4163;;;;;;;;;;;;;;
736851;57476;2015;7;W;-;RC;WW_PL_02;3;11;0;YD16QH;106,97;;;;;;13;26;Blé tendre;106.97;;;;;;;;;;;4163;;;;;;;;;;;;;;
736857;57476;2015;7;W;-;RC;WW_PL_02;4;11;0;%MOIS;16,94;;;;;;13;26;Blé tendre;16.94;;;;;;;;;;;4163;;;;;;;;;;;;;;
736857;57476;2015;7;W;-;RC;WW_PL_02;4;11;0;YD15QH;102,48;;;;;;13;26;Blé tendre;102.48;;;;;;;;;;;4163;;;;;;;;;;;;;;
736857;57476;2015;7;W;-;RC;WW_PL_02;4;11;0;YD16QH;103,67;;;;;;13;26;Blé tendre;103.67;;;;;;;;;;;4163;;;;;;;;;;;;;;
736858;57476;2015;7;W;-;RC;WW_PL_02;1;12;0;%MOIS;16,54;;;;;;13;26;Blé tendre;16.54;;;;;;;;;;;4280;;;;;;;;;;;;;;
736858;57476;2015;7;W;-;RC;WW_PL_02;1;12;0;YD15QH;87,49;;;;;;13;26;Blé tendre;87.49;;;;;;;;;;;4280;;;;;;;;;;;;;;
736858;57476;2015;7;W;-;RC;WW_PL_02;1;12;0;YD16QH;88,51;;;;;;13;26;Blé tendre;88.51;;;;;;;;;;;4280;;;;;;;;;;;;;;
736856;57476;2015;7;W;-;RC;WW_PL_02;2;12;0;%MOIS;16,34;;;;;;13;26;Blé tendre;16.34;;;;;;;;;;;4280;;;;;;;;;;;;;;
736856;57476;2015;7;W;-;RC;WW_PL_02;2;12;0;YD15QH;97,57;;;;;;13;26;Blé tendre;97.57;;;;;;;;;;;4280;;;;;;;;;;;;;;
736856;57476;2015;7;W;-;RC;WW_PL_02;2;12;0;YD16QH;98,71;;;;;;13;26;Blé tendre;98.71;;;;;;;;;;;4280;;;;;;;;;;;;;;
736853;57476;2015;7;W;-;RC;WW_PL_02;4;12;0;%MOIS;17,74;;;;;;13;26;Blé tendre;17.74;;;;;;;;;;;4280;;;;;;;;;;;;;;
736853;57476;2015;7;W;-;RC;WW_PL_02;4;12;0;YD15QH;95,36;;;;;;13;26;Blé tendre;95.36;;;;;;;;;;;4280;;;;;;;;;;;;;;
736853;57476;2015;7;W;-;RC;WW_PL_02;4;12;0;YD16QH;96,46;;;;;;13;26;Blé tendre;96.46;;;;;;;;;;;4280;;;;;;;;;;;;;;
736840;57476;2015;7;W;-;RC;WW_PL_02;1;13;0;%MOIS;16,24;;;;;;13;26;Blé tendre;16.24;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736840;57476;2015;7;W;-;RC;WW_PL_02;1;13;0;YD15QH;85,65;;;;;;13;26;Blé tendre;85.65;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736840;57476;2015;7;W;-;RC;WW_PL_02;1;13;0;YD16QH;86,65;;;;;;13;26;Blé tendre;86.65;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736845;57476;2015;7;W;-;RC;WW_PL_02;2;13;0;%MOIS;16,24;;;;;;13;26;Blé tendre;16.24;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736845;57476;2015;7;W;-;RC;WW_PL_02;2;13;0;YD15QH;95,77;;;;;;13;26;Blé tendre;95.77;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736845;57476;2015;7;W;-;RC;WW_PL_02;2;13;0;YD16QH;96,89;;;;;;13;26;Blé tendre;96.89;;;;;;;;;;;4186;GARRISON;PBI40638;FL;CM8228;GLADIATOR;;;;;;;;;
736847;57476;2015;7;W;-;RC;WW_PL_02;2;14;0;%MOIS;17,64;;;;;;13;26;Blé tendre;17.64;;;;;;;;;;;210032;PD1516C108;WS_PD1516C108;FL;C.108/MACRO;MACRO;;;;;;;;;
736847;57476;2015;7;W;-;RC;WW_PL_02;2;14;0;YD15QH;88,61;;;;;;13;26;Blé tendre;88.61;;;;;;;;;;;210032;PD1516C108;WS_PD1516C108;FL;C.108/MACRO;MACRO;;;;;;;;;
736847;57476;2015;7;W;-;RC;WW_PL_02;2;14;0;YD16QH;89,64;;;;;;13;26;Blé tendre;89.64;;;;;;;;;;;210032;PD1516C108;WS_PD1516C108;FL;C.108/MACRO;MACRO;;;;;;;;;
736849;57476;2015;7;W;-;RC;WW_PL_02;1;15;0;%MOIS;16,44;;;;;;13;26;Blé tendre;16.44;;;;;;;;;;;491927;;;;;;;;;;;;;;
736849;57476;2015;7;W;-;RC;WW_PL_02;1;15;0;YD15QH;81,53;;;;;;13;26;Blé tendre;81.53;;;;;;;;;;;491927;;;;;;;;;;;;;;
736849;57476;2015;7;W;-;RC;WW_PL_02;1;15;0;YD16QH;82,48;;;;;;13;26;Blé tendre;82.48;;;;;;;;;;;491927;;;;;;;;;;;;;;
736843;57476;2015;7;W;-;RC;WW_PL_02;2;15;0;%MOIS;16,84;;;;;;13;26;Blé tendre;16.84;;;;;;;;;;;491927;;;;;;;;;;;;;;
736843;57476;2015;7;W;-;RC;WW_PL_02;2;15;0;YD15QH;95,12;;;;;;13;26;Blé tendre;95.12;;;;;;;;;;;491927;;;;;;;;;;;;;;
736843;57476;2015;7;W;-;RC;WW_PL_02;2;15;0;YD16QH;96,23;;;;;;13;26;Blé tendre;96.23;;;;;;;;;;;491927;;;;;;;;;;;;;;
736820;57476;2015;7;W;-;RC;WW_PL_02;3;15;0;%MOIS;19,24;;;;;;13;26;Blé tendre;19.24;;;;;;;;;;;491927;;;;;;;;;;;;;;
736820;57476;2015;7;W;-;RC;WW_PL_02;3;15;0;YD15QH;89,47;;;;;;13;26;Blé tendre;89.47;;;;;;;;;;;491927;;;;;;;;;;;;;;
736820;57476;2015;7;W;-;RC;WW_PL_02;3;15;0;YD16QH;90,51;;;;;;13;26;Blé tendre;90.51;;;;;;;;;;;491927;;;;;;;;;;;;;;
736825;57476;2015;7;W;-;RC;WW_PL_02;4;15;0;%MOIS;18,94;;;;;;13;26;Blé tendre;18.94;;;;;;;;;;;491927;;;;;;;;;;;;;;
736825;57476;2015;7;W;-;RC;WW_PL_02;4;15;0;YD15QH;90,98;;;;;;13;26;Blé tendre;90.98;;;;;;;;;;;491927;;;;;;;;;;;;;;
736825;57476;2015;7;W;-;RC;WW_PL_02;4;15;0;YD16QH;92,04;;;;;;13;26;Blé tendre;92.04;;;;;;;;;;;491927;;;;;;;;;;;;;;
736824;57476;2015;7;W;-;RC;WW_PL_02;1;16;0;%MOIS;17,44;;;;;;13;26;Blé tendre;17.44;;;;;;;;;;;4166;;;;;;;;;;;;;;
736824;57476;2015;7;W;-;RC;WW_PL_02;1;16;0;YD15QH;90,37;;;;;;13;26;Blé tendre;90.37;;;;;;;;;;;4166;;;;;;;;;;;;;;
736824;57476;2015;7;W;-;RC;WW_PL_02;1;16;0;YD16QH;91,41;;;;;;13;26;Blé tendre;91.41;;;;;;;;;;;4166;;;;;;;;;;;;;;
736822;57476;2015;7;W;-;RC;WW_PL_02;2;16;0;%MOIS;17,24;;;;;;13;26;Blé tendre;17.24;;;;;;;;;;;4166;;;;;;;;;;;;;;
736822;57476;2015;7;W;-;RC;WW_PL_02;2;16;0;YD15QH;99,46;;;;;;13;26;Blé tendre;99.46;;;;;;;;;;;4166;;;;;;;;;;;;;;
736822;57476;2015;7;W;-;RC;WW_PL_02;2;16;0;YD16QH;100,62;;;;;;13;26;Blé tendre;100.62;;;;;;;;;;;4166;;;;;;;;;;;;;;
736821;57476;2015;7;W;-;RC;WW_PL_02;3;16;0;%MOIS;18,64;;;;;;13;26;Blé tendre;18.64;;;;;;;;;;;4166;;;;;;;;;;;;;;
736821;57476;2015;7;W;-;RC;WW_PL_02;3;16;0;YD15QH;98,84;;;;;;13;26;Blé tendre;98.84;;;;;;;;;;;4166;;;;;;;;;;;;;;
736821;57476;2015;7;W;-;RC;WW_PL_02;3;16;0;YD16QH;99,99;;;;;;13;26;Blé tendre;99.99;;;;;;;;;;;4166;;;;;;;;;;;;;;
736828;57476;2015;7;W;-;RC;WW_PL_02;1;17;0;%MOIS;15,74;;;;;;13;26;Blé tendre;15.74;;;;;;;;;;;4174;;;;;;;;;;;;;;
736828;57476;2015;7;W;-;RC;WW_PL_02;1;17;0;YD15QH;87,61;;;;;;13;26;Blé tendre;87.61;;;;;;;;;;;4174;;;;;;;;;;;;;;
736828;57476;2015;7;W;-;RC;WW_PL_02;1;17;0;YD16QH;88,63;;;;;;13;26;Blé tendre;88.63;;;;;;;;;;;4174;;;;;;;;;;;;;;
736826;57476;2015;7;W;-;RC;WW_PL_02;2;17;0;%MOIS;15,74;;;;;;13;26;Blé tendre;15.74;;;;;;;;;;;4174;;;;;;;;;;;;;;
736826;57476;2015;7;W;-;RC;WW_PL_02;2;17;0;YD15QH;94,05;;;;;;13;26;Blé tendre;94.05;;;;;;;;;;;4174;;;;;;;;;;;;;;
736826;57476;2015;7;W;-;RC;WW_PL_02;2;17;0;YD16QH;95,15;;;;;;13;26;Blé tendre;95.15;;;;;;;;;;;4174;;;;;;;;;;;;;;
736829;57476;2015;7;W;-;RC;WW_PL_02;3;17;0;%MOIS;17,44;;;;;;13;26;Blé tendre;17.44;;;;;;;;;;;4174;;;;;;;;;;;;;;
736829;57476;2015;7;W;-;RC;WW_PL_02;3;17;0;YD15QH;94,25;;;;;;13;26;Blé tendre;94.25;;;;;;;;;;;4174;;;;;;;;;;;;;;
736829;57476;2015;7;W;-;RC;WW_PL_02;3;17;0;YD16QH;95,34;;;;;;13;26;Blé tendre;95.34;;;;;;;;;;;4174;;;;;;;;;;;;;;
736823;57476;2015;7;W;-;RC;WW_PL_02;4;17;0;%MOIS;17,64;;;;;;13;26;Blé tendre;17.64;;;;;;;;;;;4174;;;;;;;;;;;;;;
736823;57476;2015;7;W;-;RC;WW_PL_02;4;17;0;YD15QH;92,37;;;;;;13;26;Blé tendre;92.37;;;;;;;;;;;4174;;;;;;;;;;;;;;
736823;57476;2015;7;W;-;RC;WW_PL_02;4;17;0;YD16QH;93,44;;;;;;13;26;Blé tendre;93.44;;;;;;;;;;;4174;;;;;;;;;;;;;;
736814;57476;2015;7;W;-;RC;WW_PL_02;3;18;0;%MOIS;19,34;;;;;;13;26;Blé tendre;19.34;;;;;;;;;;;4173;;;;;;;;;;;;;;
736814;57476;2015;7;W;-;RC;WW_PL_02;3;18;0;YD15QH;99,44;;;;;;13;26;Blé tendre;99.44;;;;;;;;;;;4173;;;;;;;;;;;;;;
736814;57476;2015;7;W;-;RC;WW_PL_02;3;18;0;YD16QH;100,6;;;;;;13;26;Blé tendre;100.6;;;;;;;;;;;4173;;;;;;;;;;;;;;
736811;57476;2015;7;W;-;RC;WW_PL_02;1;19;0;%MOIS;17,34;;;;;;13;26;Blé tendre;17.34;;;;;;;;;;;4178;;;;;;;;;;;;;;
736811;57476;2015;7;W;-;RC;WW_PL_02;1;19;0;YD15QH;92,69;;;;;;13;26;Blé tendre;92.69;;;;;;;;;;;4178;;;;;;;;;;;;;;
736811;57476;2015;7;W;-;RC;WW_PL_02;1;19;0;YD16QH;93,77;;;;;;13;26;Blé tendre;93.77;;;;;;;;;;;4178;;;;;;;;;;;;;;
736813;57476;2015;7;W;-;RC;WW_PL_02;2;20;0;%MOIS;16,34;;;;;;13;26;Blé tendre;16.34;;;;;;;;;;;89195;;;;;;;;;;;;;;
736813;57476;2015;7;W;-;RC;WW_PL_02;2;20;0;YD15QH;96,79;;;;;;13;26;Blé tendre;96.79;;;;;;;;;;;89195;;;;;;;;;;;;;;
736813;57476;2015;7;W;-;RC;WW_PL_02;2;20;0;YD16QH;97,91;;;;;;13;26;Blé tendre;97.91;;;;;;;;;;;89195;;;;;;;;;;;;;;
736874;57476;2015;7;W;-;RC;WW_PL_02;1;21;0;%MOIS;17,54;;;;;;13;26;Blé tendre;17.54;;;;;;;;;;;89195;;;;;;;;;;;;;;
736874;57476;2015;7;W;-;RC;WW_PL_02;1;21;0;YD15QH;82,07;;;;;;13;26;Blé tendre;82.07;;;;;;;;;;;89195;;;;;;;;;;;;;;
736874;57476;2015;7;W;-;RC;WW_PL_02;1;21;0;YD16QH;83,02;;;;;;13;26;Blé tendre;83.02;;;;;;;;;;;89195;;;;;;;;;;;;;;
736872;57476;2015;7;W;-;RC;WW_PL_02;2;21;0;%MOIS;17,34;;;;;;13;26;Blé tendre;17.34;;;;;;;;;;;89195;;;;;;;;;;;;;;
736872;57476;2015;7;W;-;RC;WW_PL_02;2;21;0;YD15QH;88,25;;;;;;13;26;Blé tendre;88.25;;;;;;;;;;;89195;;;;;;;;;;;;;;
736872;57476;2015;7;W;-;RC;WW_PL_02;2;21;0;YD16QH;89,27;;;;;;13;26;Blé tendre;89.27;;;;;;;;;;;89195;;;;;;;;;;;;;;
736877;57476;2015;7;W;-;RC;WW_PL_02;4;21;0;%MOIS;18,74;;;;;;13;26;Blé tendre;18.74;;;;;;;;;;;89195;;;;;;;;;;;;;;
736877;57476;2015;7;W;-;RC;WW_PL_02;4;21;0;YD15QH;85,96;;;;;;13;26;Blé tendre;85.96;;;;;;;;;;;89195;;;;;;;;;;;;;;
736877;57476;2015;7;W;-;RC;WW_PL_02;4;21;0;YD16QH;86,95;;;;;;13;26;Blé tendre;86.95;;;;;;;;;;;89195;;;;;;;;;;;;;;
736876;57476;2015;7;W;-;RC;WW_PL_02;2;22;0;%MOIS;16,94;;;;;;13;26;Blé tendre;16.94;;;;;;;;;;;4181;;;;;;;;;;;;;;
736876;57476;2015;7;W;-;RC;WW_PL_02;2;22;0;YD15QH;89,44;;;;;;13;26;Blé tendre;89.44;;;;;;;;;;;4181;;;;;;;;;;;;;;
736876;57476;2015;7;W;-;RC;WW_PL_02;2;22;0;YD16QH;90,47;;;;;;13;26;Blé tendre;90.47;;;;;;;;;;;4181;;;;;;;;;;;;;;
736879;57476;2015;7;W;-;RC;WW_PL_02;3;22;0;%MOIS;18,24;;;;;;13;26;Blé tendre;18.24;;;;;;;;;;;4181;;;;;;;;;;;;;;
736879;57476;2015;7;W;-;RC;WW_PL_02;3;22;0;YD15QH;86,24;;;;;;13;26;Blé tendre;86.24;;;;;;;;;;;4181;;;;;;;;;;;;;;
736879;57476;2015;7;W;-;RC;WW_PL_02;3;22;0;YD16QH;87,24;;;;;;13;26;Blé tendre;87.24;;;;;;;;;;;4181;;;;;;;;;;;;;;
736873;57476;2015;7;W;-;RC;WW_PL_02;4;22;0;%MOIS;18,44;;;;;;13;26;Blé tendre;18.44;;;;;;;;;;;4181;;;;;;;;;;;;;;
736873;57476;2015;7;W;-;RC;WW_PL_02;4;22;0;YD15QH;88,89;;;;;;13;26;Blé tendre;88.89;;;;;;;;;;;4181;;;;;;;;;;;;;;
